1,8.291592052955821e-07,14.257697105407715
2,2.2957127043810033e-07,15.486979484558105
3,4.7960444504724364e-08,17.187036514282227
4,5.108700573686065e-09,19.10009765625
5,1.7458827272776034e-08,17.89608383178711
6,8.329450274467566e-21,46.23467254638672
7,5.542569875283121e-12,28.32149314880371
8,4.951286342730343e-12,26.51804542541504
9,3.909110475006146e-22,49.29902648925781
10,1.3215091285393568e-22,50.3802604675293
11,5.287002796281956e-14,30.87517738342285
12,5.2117815271812695e-14,31.02033805847168
13,2.8493643274808463e-22,49.81776428222656
14,4.780212540355375e-21,47.63945770263672
15,3.2669039869932586e-23,52.1102180480957
16,1.63867281967019e-14,32.54261016845703
17,6.48495100347047e-21,46.816612243652344
18,7.820589980462016e-15,33.233917236328125
19,7.141972913017192e-25,55.60321044921875
20,1.1115032355155926e-16,38.10154724121094
